question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
"The image shows two situations of stomata.
What will happen to the plants if their stomata remain in situation 2 for a long time?",Biology,7,Nutrition in plants,13936,371,-1.29129663249761,"Elements in the Photosynthesis(stomata, vessels, pigments)","Analyze the significance of hardness and softness as properties for identifying and sorting materials, discussing how these traits contribute to material classification.",0.784366576819407,70-80%,Analyse,70-80%
"The image depicts a land breeze, where warm air over the sea heats up due to solar radiation, leading to a convection current flowing from one end to the other.Which of the following statements is correct about land breeze?",Physics,7,Heat,14336,102,-1.29098418131556,Application of convection,"Identify and name a diverse range of food ingredients from various categories, including grains, fruits, vegetables, dairy, honey, etc.",0.784313725490196,70-80%,Remember,70-80%
Varun is trying to drag a toy boat through two different substances: honey and vegetable oil. Which substance will require the most effort to move the boat through?,Physics,8,Friction ,14953,139,-1.29015050056698,Factors affecting fluid friction,"Explain the basic process of anaerobic respiration in yeast, highlighting the conversion of glucose into ethanol and carbon dioxide.",0.784172661870503,70-80%,Understand,70-80%
Complete the sentence:Amla(Indian gooseberry) juice is 1)____ in taste because it is 2)____ in nature.,Chemistry,7,Acids bases and salts,1827,324,-1.28883902496917,Definition of acids,Solve real-world problems involving distance calculations.,0.78395061728395,70-80%,Apply,70-80%
What is the relationship between the diameter and the radius of a circle?,Mathematics,6,Basic geometrical ideas,21747,37,-1.28785428830663,"Elements of circle (Centre, radius, diameter)",Identify the angles and sides adjacent to and opposite from a specific angle or side within a quadrilateral.,0.783783783783783,70-80%,Understand,70-80%
"Which of the following products are produced anaerobically by the yeast, and is used to make wine and beer?",Biology,7,Respiration in Organisms,18844,37,-1.28785428830663,Anaerobic Respiration in Yeast,List phenomena where multiple modes of heat transfer occur simultaneously.,0.783783783783783,70-80%,Remember,70-80%
Which of the following options accurately summarises the relationship between cell functions and energy requirement?,Biology,7,Respiration in Organisms,4534,231,-1.28647402583767,"Introduction to cellular, aerobic and anaerobic respiration",Define temperature along with its units.,0.783549783549783,70-80%,Remember,70-80%
"During a Maths assignment, Ravi and Aditya were asked to convert the Roman numeral CLXXV to Hindu-Arabic numerals.
Ravi converted the Roman numeral CLXXV to Hindu-Arabic numerals as 165.
Aditya converted the Roman numeral CLXXV to Hindu-Arabic numerals as 175.
Who is/are correct??",Mathematics,6,Knowing our numbers,14622,217,-1.2856508353402,Roman numerals of numbers,Solve problems involving practical applications of estimation of sum/difference/product by rounding off.,0.783410138248848,70-80%,Apply,70-80%
"Fill in the blank with the correct option:___________ is the process by which animals obtain and use food for energy, growth and repair.",Biology,7,Nutrition in plants,9477,217,-1.2856508353402,Definition of Nutrition.,Recall/Identify the properties of materials related to their appearance and texture.,0.783410138248848,70-80%,Remember,70-80%
"In ΔDEF, which side is opposite to the angle D? ",Mathematics,6,Basic geometrical ideas,3493,60,-1.28519824424852,Lexical explanation of triangle,"Dissect and categorize the different components of an angle, analyzing their relationships and functions within various types of angles.",0.783333333333333,70-80%,Analyse,70-80%
Which of the following vegetative parts do photosynthesis in cacti?,Biology,6,Getting to know plants ,14964,60,-1.28519824424852,"Modification of Stem - Storage of Food, Support, Manufacturing Food",Demonstrate the repulsion and attraction between different poles of magnets using a simple experiment.,0.783333333333333,70-80%,Apply,70-80%
The list gives different methods of measuring lengths. A string (of unknown length)A foot spanA metre scaleA measuring tapeWhich two methods will give identical t measurements when measuring the length  of a wooden stick.,Physics,6,Motion and Measurement ,14162,60,-1.28519824424852,Purpose of standard mode of measurement,Analyze and identify errors in addition problems involving large whole numbers.,0.783333333333333,70-80%,Analyse,70-80%
Choose the proper fraction with 16 as a numerator.,Mathematics,6,Fractions,3994,83,-1.28401551199947,Definition of proper fractions,Apply integer subtraction using a number line to solve basic arithmetic and practical problems.,0.783132530120481,70-80%,Apply,70-80%
Suraj claimed that the balanced equation 2x + 5 = 19 can be solved to get x = 7.Select the reason and effect that can be used to justify his first step in solving this equation.,Mathematics,7,Simple equations,18732,166,-1.28401551199947,Introduction to balanced equations,Apply the concept of the arithmetic mean of observations to calculate the mean of a given data set.,0.783132530120481,70-80%,Apply,70-80%
Which of the following best defines ignition temperature?,Chemistry,8,Combustion and Flame,17949,83,-1.28401551199947,Ignition temperature and categorisation of inflammable substances,"Perform experiments altering fluid type, object shape, or speed to observe frictional changes.",0.783132530120481,70-80%,Apply,70-80%
 Which of the following is an example of fossil fuel?,EVS,8,Coal and petroleum,12782,83,-1.28401551199947,"Overview of Fossil Fuels (Coal, Petroleum, Natural Gas)","Explain the differences between infrasound, audible sound, and ultrasound in terms of frequency ranges.",0.783132530120481,70-80%,Understand,70-80%
Use the grid to fill in the missing number.0.9 × 0.7 = _________,Mathematics,7,Fractions and Decimals,10028,129,-1.28291600666605,Multiplication of decimal numbers,Explain the process of dividing an integer with non-zero integer.,0.782945736434108,70-80%,Understand,70-80%
Which of the following statements is correct about a variable?,Mathematics,6,Algebra,3680,437,-1.28093384546206,Definition of variable and constant,"State the methods for organizing data (like including tables, charts, and graphs) and explain their role in visually representing information.",0.782608695652174,70-80%,Remember,70-80%
Fill in the blanks with integers.__ + 0 = __,Mathematics,7,Integers,13463,23,-1.28093384546206,Additive identity of integers,"Explain the process of placing closed figures on graph paper, outlining them, and counting the squares to determine the area.",0.782608695652174,80-90%,Understand,70-80%
Fill in the blanks with integers.__ + 0 = __,Mathematics,7,Integers,13463,23,-1.28093384546206,Additive identity of integers,"Explain the process of placing closed figures on graph paper, outlining them, and counting the squares to determine the area.",0.782608695652174,70-80%,Understand,70-80%
"The liking for different types of movies was presented as a pictograph as follows:
Which of the following statements is correct?",Mathematics,7,Data Handling,18346,23,-1.28093384546206,Definition of frequency in data,Solve word problems on the division of a decimal by multiples of 10.,0.782608695652174,70-80%,Analyse,70-80%
"Read the following statements carefully in reference to bones and joints in the human body. 1 – A single human bone can be bent.2 – The human body can stand, walk, run, and do any physical work without bones.3 – We can bend and rotate our body where two parts of the human body are joined together.Identify the correct statement/s.",Biology,5,Super senses,2804,23,-1.28093384546206,Definition of Joints in Humans,Explain why it's interesting and useful to express the square of an odd number as the sum of two consecutive positive integers.,0.782608695652174,70-80%,Understand,70-80%
