question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Fill in the blank using multiplicative identity of integers.___ × 1 = − 9,Mathematics,7,Integers,9046,5,-1.38629436111989,Multiplicative identity of integers,"Analyse the significance of ratios in practical scenarios, discussing how ratios provide insights into the comparative sizes or quantities of different entities.",0.8,70-80%,Analyse,70-80%
What is the product of a fraction and 1?,Mathematics,7,Fractions and Decimals,15261,5,-1.38629436111989,Properties of multiplication of fractional numbers by 0 and 1,Solve arithmetic and practical problems involving multiplication of integers.,0.8,70-80%,Apply,70-80%
The following pictograph shows the favourite colour of some students in grades 5 and 6.Which of the following statements is correct?,Mathematics,7,Data Handling,18345,15,-1.38629436111989,Definition of frequency in data,Solve word problems on the division of a decimal by multiples of 10.,0.8,70-80%,Analyse,70-80%
Which one of the following steps is correct if we solve ‘1 – e = 2’ by the transposing method?,Mathematics,7,Simple equations,5848,20,-1.38629436111989,Solution of a simple equation by transpose method,Apply the knowledge of a double bar graph to create one based on given data sets.,0.8,70-80%,Apply,70-80%
Which of the following statements represents the equations 3x + 6 = 90?,Mathematics,7,Simple equations,5393,5,-1.38629436111989,Conversion of simple equations into statements,"Analyse different double bar graphs and infer trends, differences, and relationships between two sets of data.",0.8,70-80%,Analyse,70-80%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3424,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,90-100%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3424,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,70-80%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3424,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,90-100%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3424,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,70-80%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3424,10,-1.38629436111989,Definition of supplementary angles,"Analyse the components of simple equations, breaking down equations into variables, constants, and mathematical operations, to understand their structure.",0.8,60-70%,Analyse,70-80%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3424,10,-1.38629436111989,Definition of supplementary angles,"Analyse the components of simple equations, breaking down equations into variables, constants, and mathematical operations, to understand their structure.",0.8,70-80%,Analyse,70-80%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3400,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,90-100%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3400,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,70-80%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3400,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,90-100%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3400,10,-1.38629436111989,Definition of supplementary angles,State the definition of frequency when discussing data analysis.,0.8,70-80%,Remember,90-100%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3400,10,-1.38629436111989,Definition of supplementary angles,"Analyse the components of simple equations, breaking down equations into variables, constants, and mathematical operations, to understand their structure.",0.8,60-70%,Analyse,70-80%
What is the measure of the supplement of the given angle?,Mathematics,7,Lines and Angles,3400,10,-1.38629436111989,Definition of supplementary angles,"Analyse the components of simple equations, breaking down equations into variables, constants, and mathematical operations, to understand their structure.",0.8,70-80%,Analyse,70-80%
"In the given figure, identify the angle(s) that form a linear pair with ∠1.

",Mathematics,7,Lines and Angles,1182,15,-1.38629436111989,Definition of linear pair,Explain purpose of converting statements into simple equations.,0.8,70-80%,Understand,70-80%
Consider the given triangle below:Determine interior angles in the triangle corresponding to the indicated exterior angle.,Mathematics,7,The Triangle and its Properties,23732,10,-1.38629436111989,Interior opposite angles corresponding to any exterior angle of a triangle,"Deduce the four properties of equality. (addition, subtraction, multiplication or division)",0.8,70-80%,Understand,70-80%
"Vikram has a triangular park with the total length of its three sides being 18 m. He decides to install:●	A triangular sandbox where each side is 4 m shorter than the park's sides.●	A triangular hedge that is one-sixth the length of the park's side.Considering this information, check which of these claims is/are correct.Claim 1: The sandbox will form an equilateral triangle.Claim 2: The hedge will be an equilateral triangle with each side being 1 m long.",Mathematics,7,The Triangle and its Properties,23828,5,-1.38629436111989,Properties of an equilateral triangle,Solve an equation by transposing method.,0.8,70-80%,Apply,70-80%
"Observe the given figure.




The sum of the interior angles of the figure is _______.
",Mathematics,7,The Triangle and its Properties,23775,15,-1.38629436111989,Angle sum property of a triangle,Recall steps for solving equations using transpose method.,0.8,70-80%,Remember,40-50%
Consider the given figure.Which side will be the hypotenuse of the ΔNOP?,Mathematics,7,The Triangle and its Properties,23762,5,-1.38629436111989,Parts of a right-angled triangle,Recall process of converting equations into verbal statements.,0.8,70-80%,Remember,70-80%
The expression a4 is obtained by multiplying a4 with which of the following?,Mathematics,7,Algebraic Expressions,3740,10,-1.38629436111989,Formation of algebraic expressions,"Apply the process of converting percentages to fractions to solve problems involving ratio, proportional and comparison relationships.",0.8,70-80%,Apply,40-50%
A square is shown below.  What will be the sum of remaining sides in cm?                   ,Mathematics,8,Understanding Quadrilaterals,20655,5,-1.38629436111989,Definition of square,default,0.8,70-80%,Analyse,70-80%
Find the measure of x in the given figure.,Mathematics,8,Understanding Quadrilaterals,10850,5,-1.38629436111989,Angle sum property of a pentagon,"State the definitions of monomial, binomial, and trinomial.",0.8,30-40%,Remember,30-40%
Find the measure of x in the given figure.,Mathematics,8,Understanding Quadrilaterals,10850,5,-1.38629436111989,Angle sum property of a pentagon,"State the definitions of monomial, binomial, and trinomial.",0.8,70-80%,Remember,30-40%
"In the given figure if, ∠W = 110°, then obtain the measure of the other angles.",Mathematics,8,Understanding Quadrilaterals,10698,5,-1.38629436111989,"Properties of a parallelogram (related to its angles, sides and diagonals)","Explain the rationale behind adding like terms, demonstrating comprehension of the rules.",0.8,70-80%,Understand,70-80%
"Rehan has ten 1 rupee coins, six 2 rupee coins and four 5 rupee coins in his purse. If he picks one coin from his purse, then what is the probability of getting a 2 rupee coin?",Mathematics,8,Data Handling,12007,15,-1.38629436111989,Probability of a simple event,"Explain the concept of the law of product of power with same base, emphasising how it simplifies the multiplication of powers (whole number) with the same base (whole number).",0.8,70-80%,Understand,70-80%
